Path (tasks.mechanic.dev),Description
/auto-add-bundle-components-to-orders-post-purchase,"Use this task to automatically add product bundle components to qualifying paid orders, by configuring the task with a bundle parent SKU, unique SKUs for the bundle components, and with quantities needed from each component for each bundle parent unit. The bundle components will be added to the order at a 100% discount, and the order's subtotal will be unaffected."
/send-an-email-when-a-products-price-goes-below-its-cost,"This task watches for product and inventory item updates, and sends an email to the configured recipients for each variant that's found to have a unit cost that's greater than the variant's for-sale price."
/send-customers-a-reorder-link-x-days-after-ordering,"Use this task to make repeat business easy by automatically emailing your customers X days after their purchase, with a one-click reorder link that will send them straight to checkout with their entire cart pre-filled."
/delete-draft-orders-older-than-30-days,Keep your draft order list tidy - use this task to automatically delete orders that are older than a configurable number of days.
/auto-price-products-based-on-their-compare-at-prices,Use this task when the pricing for your products can be automatically calculated by multiplying with compare-at prices.
/auto-tag-customers-by-email-domain,"Useful in a million scenarios. The merchant who requested this task has discounts set up based on customer tag, and they're using this task to guarantee that qualifying customers see their discount immediately – even if they just signed up!"
/copy-order-tags-to-customers,"Run this task to scan all of your customers and their order histories in bulk, copying order and/or product tags to the relevant customer. Optionally, configure a specific set of tags to look for, when scanning. Optionally, choose to remove those tags if a qualifying source can't be found - useful for adding customer tags that expire after ordering!"
/tag-orders-in-bulk-by-order-name,"Use this task to rapidly update your order list, by entering a set of order names (e.g. ""#12345"", often called order numbers) and the tags to apply to those orders."
/auto-publish-products-by-tag,"This task runs when products are updated (which includes product creation) and manages publishing to the configured sales channels, according to whether or not the product has a certain tag. Products with the tag will be published on ALL of the configured sales channels; and those without the product tag will be unpublished from them."
/fulfillment-failure-email,"Get an alert email sent to you when your tracking service reports a fulfillment failure. This email contains a link to the order details, so you can jump in and resolve the issue for the customer without losing any time."
/make-products-unavailable-after-the-date-time-stored-in-product-metafields,"Use this task to automatically set product inventory to 0, and the product's inventory policy to deny out-of-stock purchases, after a date/time that you specify in a product metafield."
/send-a-message-to-slack,"Purely for demonstration purposes, this task illustrates how one might set up a script to send Slack messages. As written, this task requires a Slack incoming webhook URL - learn how to generate this. Then, learn more about sending to Slack with Mechanic."
/auto-pay-orders-having-a-certain-tag,"Use this task to quickly designate certain orders to be automatically marked as paid. Runs for orders as they're created and updated, and can also be run manually, to scan all orders in your store at once."
/calculate-total-quantities-purchased-by-sku,"This task scans all orders, regardless of status, and counts up the lifetime quantity purchased for each SKU, listing each SKU with its quantity and all related order names. This task demonstrates Shopify's bulk operations API."
/email-someone-when-certain-product-purchased,"This task sends an email notification, immediately after an order is paid - if a product in the order has a title matching the product title you configure. Optionally, configure this task with a delay, in days, to wait before sending the email. (The task will not send any emails for orders that have since been cancelled.)"
/auto-archive-orders-after-fulfillment,"Just as it says. :) Archives orders immediately upon fulfillment, or after a configurable number of days."
/generate-a-report-of-orders-that-still-require-payment,"This task generates a CSV spreadsheet, listing orders that are unpaid, partially paid, or pending payment. The resulting report is emailed to the recipient of your choice. Optionally, choose to have this report  generated hourly, or daily."
/auto-add-products-to-a-custom-collection-when-tagged,"Just as it says. Useful for collections that can't be configured for automatic products, but still should have some products pulled in automatically."
/bulk-trigger-shopify-flow-with-historical-data,Do you wish Shopify Flow workflows could run on historical data? Now they can! :D
/auto-tag-customers-within-a-purchase-range,"Use this task to auto-tag customers when their historical purchase total falls within a certain range. For example, by configuring this task to evaluate purchase thresholds by number of orders, and by setting the minimum to ""1"" and the maximum to ""12"", this task will auto-tag customers who've made at least 1 purchase, and will remove the tag when the 13th purchase is made."
/auto-connect-new-products-to-all-locations,"Using Shopify's multi-locations feature, and importing products in bulk? Use this task to automatically connect each new product to every location for your store."
/auto-tag-orders-when-another-tag-is-added,Does exactly as it says. :)
/auto-recurring-draft-orders,"This task searches for draft orders having the configured tag, and duplicates each one (minus the tag used for searching). Optionally, this task can automatically send an invoice to the customer on file, after the new draft order is created. Or, this task can auto-complete the order, marking the order as paid if you so chose. (Auto-completed orders will result in an email receipt being sent to the customer on file for the original draft order.)"
/auto-tag-cancelled-orders,"This task watches for order cancellations, and adds or removes tags according to your preference. Run this task manually to update tags for existing cancelled orders."
/auto-add-an-order-note-for-customers-having-a-certain-tag,"This task monitors newly-created orders, and appends an order note if the customer has a certain tag. Useful for identifying orders for a particular customer group, and adding fulfillment notes as appropriate."
/auto-tag-orders-by-their-risk-level,"This task applies the tag of your choice to orders, based on the highest risk level for each order. Run this task manually to tag all open orders in your shop, according to their respective risk levels."
/add-option-names-as-variant-metafields-for-in-stock-variants,"This task populates variant metafields with your desired variant options for use by Online Store 2.0 filtering, taking into account whether or not a variant has inventory available for sale online. It runs when inventory levels are updated, and may also be run manually to scan all variants in your shop."
/tag-customers-when-their-last-order-is-before-after-x-days-ago,"Running daily, hourly, or manually, this task scans all customers and tags them based on the date of their last order. Choose between tagging customers whose orders are before x days ago, or after x days ago."
/keep-skus-up-to-date-with-barcodes,"This task watches for new and updated products, copying variant barcodes over to the variants' inventory item SKUs. This occurs whenever a barcode is found, and the related SKU does not already have that value."
/auto-tag-customers-by-sales-channel,"Use this task to tag customers, as their orders come in, based on which sales channel they used for their purchase. Run this task manually to backfill tags for customers based on their historical orders. Use test mode to see what this task would do, if test mode wasn't enabled. :)"
/auto-tag-new-orders-with-a-value-from-the-customer-note,"This task watches incoming orders, and tags each order with a certain value from the customer's note, as identified by a configurable prefix. For example, if your customers have notes resembling ""Username: xyz"", configure this task with the prefix ""Username: "" to have it tag incoming orders as ""xyz"". Useful with apps like inkFrog, which add eBay usernames to customer notes, using a prefix."
/tutorial-trigger-a-task-from-a-contact-form-using-webhooks,This is the companion task for the Triggering tasks from a contact form tutorial.
/scheduled-theme-publishing,"This task will allow you to schedule any number of themes to be published at future dates and times. When the task runs at its normally scheduled 10 minute interval, it will find the entry with the most recent configured date in the past, and if that theme is not currently published, then the task will publish it."
/record-judge-me-customer-review-counts,"Using Judge.me for reviews? Use this task to keep a counter for each customer's reviews, stored as a metafield on the customer record. And, auto-tag customers as they reach different levels of review counts - useful for granting discounts or special access to repeat reviewers."
/auto-tag-new-draft-orders,"Immediately upon the creation of a draft order, add one or more tags. Simple as that. :)"
/auto-cancel-fulfillments-when-an-order-is-tagged,"This task runs when an order is updated. When the tag of your choice is found in the order's tag list, all of its fulfillments (if any) will be cancelled, and the aforementioned tag will be removed."
/auto-tag-products-by-their-publish-date,"This task formats the publish date of each product (according to the format you choose), adds a prefix (also of your choosing), and applies it to each product. Run this task manually to scan your entire product catalog at once, or wait for the task to run automatically when products are created or updated."
/auto-tag-orders-created-from-drafts,"This task monitors for newly-created orders, and auto-tags any that were originally based on a Shopify draft order, using the tag of your choice."
/monitor-customer-note-for-certain-information,"Use this task to keep an eye on the contents of a customer's note. When the text you want to watch for is added (e.g. ""Authorization number:"", or ""VAT Registration Number:"", or anything else!), Mechanic will add the tag of your choice to the customer, and optionally send you a notification email."
/auto-tag-orders-that-do-not-have-a-certain-tag,"This task monitors for new and updated orders, adding a tag if a certain other tag is found missing. If and when the order does receive that certain other tag, the task's tag will be removed."
/auto-tag-orders-with-chargeback-or-inquiry-activity,"Stay on top of chargebacks and inquiries! Nightly or on-demand, this task will scan the last 60 days of your order records, and apply the tags of your choice to orders with chargeback or inquiry activity, based on what that activity looks like."
/keep-variant-inventory-in-sync-across-locations,"When an inventory level is updated, this task will adjust the ""available"" inventory for all other locations of the same variant to be the same quantity. Optionally, configure this task to filter for specific product types. Leaving this option blank means the task will monitor and update inventory for all products in the shop."
/auto-tag-orders-by-shipping-address-city,This task automatically tags orders based on the city in the shipping address. Within this key you define the city and the tag on the order.
/auto-tag-new-online-orders-by-web-browser,"This task monitors incoming orders, and tags them with information about the customer's web browser."
/email-someone-specific-based-on-a-new-orders-customer-tags,"Use customer tags to assign staff email addresses to specific customers. When a new order arrives from a customer who has an assignment tag, this task will email the related staff member."
/rotate-products-through-a-featured-collection,"This task features products on a schedule, optionally publishing/unpublishing as they're featured/unfeatured. Use this task to make available exclusive products on the hourly/daily/etc, or simply to showcase a rotating selection of your best products."
/maintain-collections-by-product-metafield-values,"This task will scan your entire catalog to maintain products in collections based on metafield values. Configure the task with a metafield namespace and key (separated by a period, e.g. ""custom.color""), and a list of metafield string values paired with collection IDs. If the value of a product's metafield matches any of the configured ones, then the product will be added to that collection. Conversely, products in a configured collection which do not match a metafield value will be removed."
/auto-tag-customers-with-the-location-of-their-purchase,"When an order is created, this task adds the location of the purchase to the customer's tags. Useful for stores with multiple Shopify-powered locations."
/archive-orders-when-tagged,"Add a tag, have the order automatically archived/closed. Simple. :)"
/notify-a-team-when-a-tagged-product-is-ordered,"Quickly route order notifications to whichever teams need be alerted for a given order. Use product tags to mark products according to which team needs the alert, and add multiple copies of this task to alert different teams for different tags."
/tag-orders-with-customer-tags-when-customer-is-tagged,Activating this task will automatically keep the order tags up to date with the customer's tags.
/auto-add-order-note-for-new-tagged-orders,"This task monitors newly-created orders, and appends an order note if that order was created with a certain tag."
/auto-tag-new-orders-using-liquid,"This task offers an introduction to using Liquid to dynamically update your orders. This task comes with example Liquid code, showing you how to tag an order as ""even"" or ""odd"", based on whether the order number is even or odd; replace this Liquid with whatever suits your purposes. :)"
/reset-inventory-levels-when-they-get-too-low,"Use this task to automatically maintain minimum inventory levels. Optionally, filter by variant or product ID, or by variant option, or by product type, choosing whether to blacklist or whitelist your filter selections."
/email-customers-who-purchased-product,"Need to reach customers who made a specific purchase? This task scans your order history, looking for orders that match the conditions you specify. For each qualifying order, the task sends an email to the customer, optionally linking to the product(s) ordered."
/auto-tag-customers-with-the-current-date,"Use this task to tag incoming customers with the current date/time, using the format of your choice, and optionally a prefix and suffix. If you like, enable ""Wait until the customer is enabled"" to apply the tag when the customer's online account is activated, rather than when the customer is first created."
/temporarily-enable-tax-exempt-status-when-a-customer-is-tagged,"This task monitors customer tags, applying tax-exempt status when a certain tag is detected, and removing it (and the tag) after a certain amount of time. Useful when you need to regularly re-approve customers for tax exemption."
/maintain-discount-percentage-filters-in-variant-metafields,"This task checks to see if a product's variants have been discounted (by having a price set below the compare at price), and for each variant that meets one ore more configured discount percentage thresholds, it will save the matched filters in a variant metafield for use with Online Store 2.0 filtering."
/sync-inventory-across-a-product-type,"Useful for custom orders, this task lets you offer multiple product and variant listings for what is ultimately the same stock. A purchase for a single product leads to the inventory for all other listings, of the same product type, being lowered by the amount ordered."
/export-all-products-to-sftp-as-a-shopify-friendly-csv,"On a configurable schedule, this task generates a Shopify-friendly CSV of all your products, and uploads it to the SFTP destination of your choice. This is a convenient way to keep regular backups of your entire product catalog: simply import a CSV to restore your products to that point in time. (Learn more about CSV imports and exports of Shopify products.)"
/unpublish-a-certain-collection-daily,"Use this task with the companion publishing task (see this task's documentation) to make a certain collection of products available on a schedule, and unavailable on another schedule."
/auto-delete-customers-that-are-created-without-orders,"Useful for stores that are subjected to bot abuse, this task watches for newly-created customers, and deletes any that don't come with an associated order. Optionally, choose to ignore any customers that are created with a certain tag – helpful if you create customers yourself, via the Shopify admin."
/demonstration-shopify-flow-integration,"This task demonstrates how to use the four Mechanic Shopify Flow triggers: General, Customer, Product, and Order."
/reissue-single-use-discount-codes-after-order-cancellation,"This task watches for cancellations of orders that have either a single-use discount code, or a discount code that can only be used once per customer. When such an order is found, this task creates a new copy of the discount exclusively for the related customer, using a new discount code, and emails it to the customer."
/backup-scheduled-inventory-exports-in-shopifys-csv-format,"On a configurable schedule, this task generates a Shopify-friendly CSV of your inventory, and uploads it to the SFTP destination of your choice, and/or sends it via email. This is a convenient way to keep regular backups of your entire product inventory: simply import a CSV to restore your inventory to that point in time. (Learn more about CSV imports and exports of Shopify inventory.)"
/auto-tag-fulfilled-orders-with-their-carriers,"When an order is fulfilled, this task will scan the tracking information for each fulfillment. The name of each tracking company on file – i.e. the fulfillment carrier – will then be added to the order as a tag."
/email-the-customer-when-tracking-numbers-are-added-to-their-order,"Use this task with services that add tracking numbers to fulfillments after fulfillments are created, to ensure that customers are notified when their tracking number is available."
/auto-tag-orders-by-financial-status,"This task watches new and updated orders, and updates their tags according to their financial status."
/auto-tag-products-when-their-skus-change,"Need to print price tags whenever a SKU is added? Or make a note of a new variant price? Use this task to tag products that need your attention, whenever a specific variant attribute changes."
/publish-a-certain-collection-daily,"Use this task with the companion unpublishing task (see this task's documentation) to make a certain collection of products available on a schedule, and unavailable on another schedule."
/auto-remove-attributes-on-new-orders-after-x-minutes,This task will remove order attributes from newly created or paid orders after a configurable amount of minutes. This can be helpful when order attributes are set by apps or other processes that are not necessary to keep on the order after initial processing.
/send-a-follow-up-email-after-order-cancellation,"Use this task to easily check in on customers, after an order of theirs is cancelled. Optionally, queue up the email for a certain number of hours from the time of cancellation."
/cancel-fulfillments-when-an-order-is-fully-refunded,"This task monitors for new refunds. When a new refund changes an order's status to fully refunded, this task will cancel all fulfillments for that order. This task supports running manually, to cancel all fulfillments for refunded orders, across your store's order history."
/untag-orders-when-paid,This task automatically removes specific order tag(s) when orders are paid.
/send-an-event-to-klaviyo-when-a-fulfillment-is-delayed,"This task will watch for new order fulfillments, waiting a configurable number of days after each one. When the waiting period is over, if the fulfillment's status matches an item in the list, this task will send an event to Klaviyo, allowing you to use Klaviyo to contact the customer appropriately."
/reset-all-inventory-levels-to-a-single-level-in-bulk,"A utility task, this one is useful for those one-off moments when your inventory needs a clean slate. Run this task manually to reset all of your inventory, across your entire store and for all locations, to the single level of your choice. No exceptions, no filters."
/auto-tag-customers-who-purchase-an-item-on-sale,"When a customer orders an item on sale (technically, when the order contains a product variant that includes a ""compare at"" price), this task automatically adds a tag to their account. Useful for keeping track of customers who take advantage of sale pricing!"
/auto-add-an-order-note-for-returning-customers,"Use this task to identify orders that are for customers who have previously ordered from your store. Optionally, ignore more frequent purchasers, by ignoring customers who've made an order recently. Useful for making sure to include a welcome-back gift in order shipments. :)"
/archive-orders-when-fulfilled,"Super simple: this task monitors for order fulfillments, and automatically archives orders when they're fulfilled."
/auto-tag-orders-from-recurring-client-ip-addresses,"Use this task to regularly scan for repeat orders from a single IP address, by tagging any orders from an IP address that's placed more than a configurable threshold of orders in the last x days of order history."
/partially-auto-capture-payments-as-orders-are-fulfilled,"Running when an order is updated, this task captures payment in proportion to the order value that has been fulfilled. For example, for an order with a subtotal of $10 and a total of $15 with shipping/taxes/discounts, this task will capture $7.50 when $5 of the order's value has been fulfilled."
/auto-add-the-draft-order-id-to-an-orders-attributes,"When a new order is created from a draft order, this task will automatically add the draft order ID and/or name to the custom attributes of the new order."
/send-your-customers-reorder-reminders,"Useful for customers who need recurring reminders to reorder. Optionally filtering by a customer tag, this task monitors the most recent order for each customer, and sends them reminders every x days since that order."
/auto-tag-orders-by-app,"Some apps are responsible for placing orders. Use this task to tag orders, both incoming and historical, based on which app was responsible for placing them."
/export-a-csv-of-order-shipping-addresses,"Useful for quickly preparing labels, or planning a drop-off route."
/auto-capture-order-payment-after-x-days,"After waiting 7 days (or another timespan of your choice), this task attempts to capture all open authorized payments for an order. (Multiple authorizations can exist on edited orders or with post-purchase upsells.)"
/send-an-email-when-a-purchase-is-made-from-a-certain-collection,This task will monitor incoming orders for any products that are included in the collection you choose. Learn where to find the collection ID.
/catalog-update-email,"Get an email alert whenever a product is created, updated, or deleted. This makes it easy to keep tabs on updates to your catalog – useful if you need a precise audit trail."
/auto-tag-orders-by-originating-staff-member,"Use this task to keep track of who created what order. This task watches for new orders, and tags each one with the name of the store staff member who created it (if that's how the order was created). This task can also be run manually, to scan and tag all orders already in your store."
/clean-up-draft-orders,"Use this task to quickly delete draft orders from your account, optionally filtering by status, or by draft order age. Useful for keeping things tidy. :)"
/demonstration-generate-a-file-and-upload-to-shopify,"This task demonstrates how one might use the Files action to generate a file, using the fileCreate GraphQL mutation to transfer the resulting file to Shopify for storage."
/auto-tag-customers-with-locksmith-passcodes-used,Are you using Locksmith for access control on your online store? Use this task to tag customers with the passcode keys they've used.
/update-product-description-when-out-of-stock,"This task prepends an HTML message to the beginning of the product description, for each product that goes out of stock, and then restores the original product description when the product is back in stock. Optionally, you may choose to append the HTML message to the end of the product description, instead of prepending it to the beginning."
/auto-tag-new-orders-by-staff-member,"Use this task to easily keep track of who's responsible for which orders. Works for draft orders, too!"
/auto-tag-orders-that-have-tips,"This task watches for newly-paid orders, and tags any that include a customer tip, using the tag of your choice. :)"
/tag-and-segment-customers-by-days-since-last-order,"This task will run daily to query all customers in your shop who have placed an order, tagging each with whichever configured tag is paired with the closest ""days since last order"" threshold. This is great way to keep tabs on who is active in your store, and who you might need to reconnect with."
/auto-add-phone-numbers-to-unfulfilled-orders-when-the-customer-is-updated,"When a customer update occurs, if the customer has a phone number on file, this task will look for unshipped or partially shipped orders that don't yet have a phone number on file, and will add the customer's phone number to those orders."
/auto-tag-orders-that-contain-subscription-products,Use this task to tag incoming orders that contain subscription products. This task can also be run manually to scan and tag historical orders.
/archive-orders-on-delivery,"Don't keep your customers waiting! Stay on top of orders that have yet to be delivered, by auto-archiving every order once every item has reached the customer."
/generate-a-product-discount-when-a-voucher-product-is-purchased,"Use this task to sell vouchers for future purchases. Buy a product, receive an emailed discount code for a discount on another specific product."
/send-an-email-to-all-customers,"Use this task to easily contact all of your customers at once, optionally filtering by customer tag. Important: This task can only be used in a transactional context - it cannot be used be used for marketing emails, or any type of message that would require an unsubscribe link."
/auto-tag-orders-that-contain-bundles,"Use this task to automatically detect and tag orders that contain a complete bundle of products. Configure this task with as many bundles as you like, specifying a tag to add and a list of required SKUs."
/send-an-email-alert-when-a-customer-changes-state,"This task monitors for updates to a customer's state (account disabled, password set, invited, or invitation declined), and sends alert emails for any state changes you care about."
/delete-variants-having-a-metafield-date-that-has-passed,"Do you sell tickets to recurring events? Do you use a new product variant for each one? Use this task to regularly scan your catalog for product variants that have a date metafield, and to delete variants when their date has passed."
/auto-tag-orders-when-paid,"This task watches for newly-paid orders, and adds a configurable tag to each one."
/receive-email-alerts-when-inventory-levels-change,"Use this task to receive immediate email notifications whenever inventory/stock levels are adjusted, whether manually or as a result of a transfer or customer order."
/tag-customers-on-the-anniversary-of-their-first-order,"Running daily, or manually, this task scans all customers and tags them if their first order was a year or more ago. Alternatively, you may choose to tag customers if their account was created at least a year ago."
/auto-tag-products-with-incoming-inventory,"Keep track of which products in your shop have incoming inventory with this task! Running when inventory levels are updated, this task will tag the product with the tag of your choice if any of that product's variants at any of your locations has an incoming transfer. Conversely, the tag will be removed when there are no pending transfers."
/auto-copy-order-notes-to-the-customers-note,"This task appends order notes to the related customer's note, whenever the order note changes."
/report-toaster-shipstation-integration,"This task integrates Report Toaster and ShipStation. On order fulfillment, Mechanic calls the ShipStation API to retrieve the shipping cost, and this cost is sent to Report Toaster."
/demonstration-fetch-data-from-a-shared-google-sheet,"This task script demonstrates using the ""http"" action to retrieve data from a shared Google sheet, using a GET request. It also includes a basic alert email that will be sent to the configured recipients if Mechanic is unable to access the shared sheet as a CSV."
/schedule-a-storefront-banner,"Use this task to publish a banner, to be displayed across your online storefront. This task comes with some pre-configured HTML and CSS – customize to taste. :)"
/auto-tag-open-orders-from-same-customer-and-shipping-address,"When a new order is created, this task will tag all open orders for the customer which match the new order's shipping address, giving you the potential to combine shipments."
/send-an-email-alert-when-a-fulfillment-is-cancelled,Useful for keeping an eye on unexpected cancellations by third party shipping services.
/sync-an-inverse-customer-tag,"Shopify's customer group filters allow you to filter by the tags the customer contains – but not the tags a customer does not contain. Use this task to sync an ""inverse"" tag to all customers who do not have a particular tag, allowing you to filter customers in Shopify by that inverse tag."
/email-a-report-of-customers-who-havent-ordered-in-x-days,"Use this task to request or schedule an email digest of customers, having a certain tag, who haven't placed an order in a certain number of days."
/capture-all-authorized-payments,"This task will scan for all orders that have a financial status of ""authorized"", and will capture payment for them. This task can be scheduled to run daily, and can be run on demand."
/send-a-new-order-email-to-someone-based-on-a-cart-attribute,"This task sends a new-order email alert to somebody specific, based on the contents of a cart attribute. Useful for allowing customers to select their salesperson, alerting the appropriate salesperson when the order is placed."
/sync-order-timeline-comments-to-the-customer-note,"This task scans all orders (optionally filtering by the query of your choice), and copies any new timeline comments to the customer's note. Useful for getting a snapshot of order activity when looking at the customer's record. Runs manually, hourly, and/or daily."
/send-a-welcome-email-to-new-customers-in-their-language,"This task demonstrates how to send emails that respect the customer's language preference, by matching their locale to a pre-written email translation."
/tag-orders-by-locksmith-secret-link,"Tag orders with the Locksmith secret link used when placing an order. Optionally, tag the customer as well. "
/add-fulfillment-tracking-when-an-order-is-tagged,"Configure this tag with a mapping of country codes to tracking companies and URL templates, and/or default companies and URL templates. When an order is tagged, this task will apply the appropriate values to each fulfillment that has a tracking number."
/auto-associate-variants-with-a-delivery-profile-by-metafield-value,"Use this task to automatically add variants to the configured delivery profile on product update, if any of the variants have a metafield value matching the configured value. Conversely, variants with a non-existant or mismatched metafield value that are in the configured delivery profile will be removed."
/auto-publish-products-tagged-with-the-current-day,"Use this task to automatically roll out your products on specific days of the week. This task runs every midnight, in your shop's local timezone, and it scans your catalog for unpublished products tagged with the current day of the week (e.g. ""Monday"", ""tuesday"", etc)."
/delete-the-oldest-x-products-from-a-specific-collection,"Either triggered manually, or configured to run daily, this task will look for the oldest products in the collection of your choice, and delete as many of them as you wish."
/demonstration-web-fonts-in-pdfs,"This task illustrates how to use a typeface from Google Fonts, embedding it in a generated PDF which is then emailed to the recipient of your choice."
/standardize-uk-shipping-postcodes,"This task watches for incoming orders for the United Kingdom, and reformats any address postcodes that are not in the standard formats ""XX XXX"", ""XXX XXX"", and ""XXXX XXX""."
/download-and-email-a-file-to-a-customer-when-purchased,"This task watches for newly-paid orders. When an order contains a certain line item, this task retrieves a file from the URL of your choice, and emails that file to the customer. Because URLs are easier to share, this makes for a safer way to distribute downloadable materials."
/forward-incoming-email-to-another-address,"This task monitors for incoming mail, sent directly to your Mechanic account, and forwards all of it (including attachments) to the address of your choice. (Note that only emails less than 10MB in total size will be sent.)"
/manage-collection-templates-by-product-inventory,"Use this task to automatically switch collections over to an appropriate theme template, when every product in the collection has gone completely out of stock, and to switch them back when inventory arrives."
/accept-a-maximum-number-of-orders-per-hour,"This task works by monitoring the number of orders created per hour, and clearing the inventory for all in-stock items when the hourly order limit is reached. Optionally, this task can restore inventory to its original levels at minute zero of the next hour, or on demand."
/note-new-orders-with-their-fulfillment-locations,"Monitoring for brand-new orders, this task add a note to each order with the fulfillment locations that Shopify automatically assigns at the moment of order creation."
/set-a-default-tracking-number-for-new-fulfillments,"This task is here to illustrate managing tracking numbers. If a default tracking number is right for your orders, you can use this task to make sure that one is added the instant a fulfillment is created."
/auto-cancel-orders-with-too-many-of-a-certain-sku,"Useful for enforcing order limits on the backend, use this task to ensure that orders with too many of certain products will be automatically cancelled."
/set-product-types-by-title-keywords,"Use this task to quickly reset product types in bulk based on product titles. When run manually, it will query for all products in the shop and for each product with a matched keyword in the title, the task will assign the paired product type to it."
/delete-draft-orders,"Use this task to clear out your draft orders, on demand. Filter by draft order status (open, invoice sent, closed), or by draft order tags."
/auto-capture-order-payment-based-on-shipping-method,This task auto-captures payment if the customer has selected a certain shipping method. Useful for expedited order fulfillments.
/email-a-report-of-pick-up-orders-for-the-next-x-days,"Using Zapiet to track store pickups? This task filters for orders that are tagged by Zapiet for pickup, and emails you a report of how many orders are scheduled for each of the next few days. Useful for scanning the week ahead, and blacking out dates that are at capacity."
/trigger-shopify-flow-with-a-time-delay,This task does exactly as it sounds :) Add time delays to your Shopify Flow workflows. Choose your time delays by using offsets in the Subscriptions field. Learn more about offsets here.
/auto-tag-products-by-largest-available-size,"This task watches for incoming updates to inventory levels, and auto-tags the product according to the largest in-stock size. This task is specifically made to work with numeric variant options (e.g. ""10"", ""11"", ""12"", etc). This task can also be run manually, and can be configured to run daily."
/auto-tag-fulfilled-orders-by-carrier,"When an order is fulfilled, this task will scan the tracking information for each fulfillment. The name of each tracking company on file – i.e. the fulfillment carrier – will be used to look up a new order tag to apply, per the task's configuration."
/auto-pay-orders-from-customers-with-a-certain-tag,"Use this task to immediately bump orders, from certain customers, to ""paid"". Useful if you have a standing payment arrangement for certain customers. Optionally, auto-remove this tag from customers after auto-paying their order. Useful for using customer tags as one-time triggers for auto-payment."
/send-a-staff-notification-email-for-each-delivery,"Use this task to send a staff email, the moment Shopify registers a successful delivery."
/auto-copy-customer-metafields-to-new-orders,"When new orders are created, this task will check to see if the customer has any of the configured metafields, and if so it will copy the metafield values to the paired order attributes."
/credit-customers-for-sample-orders,"Offer free samples to your customers at a nominal fee, and offer them that value back as a discount on a future order. This task generates a discount code, good for the amount of the sample order, and emails it to the customer."
/copy-draft-order-metafields-to-orders,"This task will watch for orders created from draft, copying over any metafields to the order that match the ones configured in this task. If the ""Copy all metafields"" option is checked, then it will skip the matching and instead just copy any metafields that exist on the draft order."
/bulk-capture-by-order-number,"The merchant who created this task uses another app for validating orders in bulk, resulting in a list of order numbers that should be captured. This task prompts the merchant for a list of order numbers, which Mechanic then captures one by one."
/sync-an-inverse-order-tag,"Shopify's order group filters allow you to filter by the tags the order contains – but not the tags a order does not contain. Use this task to sync an ""inverse"" tag to all orders who do not have a particular tag, allowing you to filter orders in Shopify by that inverse tag."
/report-toaster-deliver-report-pdf-via-email-or-slack,"This task demonstrates how a report can be requested from Report Toaster as a PDF. Once delivered, it is emailed to one or more recipients and/or sent to a Slack channel."
/auto-untag-customers-when-a-certain-product-is-refunded,"Use this task to automatically remove a certain customer tag whenever a particular product is refunded, for that customer."
/auto-tag-customers-by-order-app,"This task scans your incoming orders, tagging customers based on the Shopify app responsible for creating each order. Run this task manually to tag your customers based on their historical orders."
/add-new-customers-to-getresponse,"Does what it says on the tin. :) Provide your GetResponse API key (found under the account menu, under ""Integrations &amp; API"" and ""API"") and a list token (found in the settings for your list – look for 5-6 letters and numbers), and Mechanic will automatically send each new customer account (full name and email address) over to GetResponse."
/demonstration-trigger-a-custom-event-for-specific-product-or-variant-changes,"This demonstration task responds to product updates, by firing a custom event whenever it finds that any of the configured product and variant attributes have changed from a cached snapshot. This is useful for creating custom tasks without having to continually build the scaffolding of a specific attribute monitor in each of them."
/send-a-pdf-when-an-order-is-sent-to-mechanic,Automatically generate a PDF to be emailed to the address on file for the order(s) when sent to Mechanic. This task listens for orders sent to Mechanic via Admin and Bulk action links in the Shopify admin.
/send-a-follow-up-email-to-customers-after-purchasing-from-a-certain-vendor,"This task will send a follow-up email to your customer after their order is paid, waiting for a configurable number of days before doing so."
/send-an-email-when-a-specific-product-is-shipped,"Use this task to notify customers about product-specific information, that should only be delivered when a successful fulfillment is registered for their purchased product."
/redirect-users-based-on-input-codes,"Use this task to prompt your users for a code, redirecting them to an appropriate destination based on what they enter. Some assembly required, with sample Javascript and HTML provided. :)"
/report-toaster-pirateship-integration,Email Pirate Ship exports to Mechanic and add those shipping costs to orders with Report Toaster.
/send-an-email-alert-if-a-new-collection-has-no-orders-after-x-days,"This task watches for newly-created collections, waits a configurable number of days, and then sends a staff email if no orders have been placed for products that are in the new collection."
/email-vendors-when-an-order-shipping-address-changes,"Keep customers happy by making sure your vendors have up-to-date shipping information. This keeps your vendors happy, too!"
/send-new-customer-signups-to-ifttt,"Send yourself a text message, or blink your lights, or do whatever you like! This task is an example, more than anything, of what you can do by connecting Mechanic and IFTTT. Follow our guide (in the task documentation) to learn how to set up text message alerts for customer signups, and then customize any and every part of this task to your liking."
/unpublish-products-that-fall-below-a-rolling-sales-threshold,"This task scans the last x days of orders, and unpublishes any products that haven't met your specified sales threshold during that time period, from whichever sales channel you select. By default, this task adds up the line item subtotals for each product (quantity times price), but it can also count by total quantity sold. This task only looks at products that were published before the time period being examined."
